jurisdiccion,edad_grupo,sexo,nacimientos
Mendoza,15 a 19,masculino,2
Mendoza,15 a 19,masculino,9
Mendoza,15 a 19,masculino,11
Mendoza,15 a 19,masculino,17
Mendoza,15 a 19,masculino,2
Mendoza,15 a 19,masculino,3
Mendoza,15 a 19,masculino,3
Mendoza,15 a 19,masculino,1
Mendoza,15 a 19,masculino,1
Mendoza,15 a 19,masculino,5
Mendoza,15 a 19,masculino,21
Mendoza,15 a 19,masculino,14
Mendoza,15 a 19,masculino,1
Mendoza,15 a 19,masculino,1
Mendoza,15 a 19,masculino,1
Mendoza,15 a 19,masculino,11
Mendoza,15 a 19,masculino,81
Mendoza,15 a 19,masculino,241
Mendoza,15 a 19,masculino,151
Mendoza,15 a 19,masculino,1
Mendoza,15 a 19,masculino,1
Mendoza,15 a 19,masculino,7
Mendoza,15 a 19,masculino,3
Mendoza,15 a 19,masculino,5
Mendoza,15 a 19,masculino,22
Mendoza,15 a 19,masculino,67
Mendoza,15 a 19,masculino,42
Mendoza,15 a 19,masculino,1
Mendoza,15 a 19,masculino,2
Mendoza,15 a 19,masculino,4
Mendoza,15 a 19,masculino,9
Mendoza,15 a 19,masculino,4
Mendoza,15 a 19,masculino,3
Mendoza,15 a 19,masculino,1
Mendoza,20 a 24,masculino,1
Mendoza,20 a 24,masculino,1
Mendoza,20 a 24,masculino,4
Mendoza,20 a 24,masculino,4
Mendoza,20 a 24,masculino,6
Mendoza,20 a 24,masculino,18
Mendoza,20 a 24,masculino,22
Mendoza,20 a 24,masculino,1
Mendoza,20 a 24,masculino,1
Mendoza,20 a 24,masculino,3
Mendoza,20 a 24,masculino,9
Mendoza,20 a 24,masculino,2
Mendoza,20 a 24,masculino,1
Mendoza,20 a 24,masculino,19
Mendoza,20 a 24,masculino,79
Mendoza,20 a 24,masculino,56
Mendoza,20 a 24,masculino,1
Mendoza,20 a 24,masculino,1
Mendoza,20 a 24,masculino,8
Mendoza,20 a 24,masculino,10
Mendoza,20 a 24,masculino,19
CABA,15 a 19,femenino,14
CABA,15 a 19,femenino,32
Bs.As.,20 a 24,femenino,3
Bs.As.,20 a 24,femenino,1
Bs.As.,20 a 24,femenino,1
Bs.As.,20 a 24,femenino,3
CABA,40 a 44,femenino,1
CABA,35 a 39,femenino,9
Jujuy,20 a 24,femenino,1
Jujuy,20 a 24,femenino,1
Jujuy,20 a 24,femenino,1
Jujuy,20 a 24,femenino,1
Bs.As.,20 a 24,femenino,3
Bs.As.,20 a 24,femenino,5
Bs.As.,20 a 24,femenino,55
Bs.As.,20 a 24,femenino,143
Bs.As.,20 a 24,femenino,97
Bs.As.,20 a 24,femenino,5
Bs.As.,20 a 24,femenino,1
Bs.As.,20 a 24,femenino,1
Bs.As.,20 a 24,femenino,1
Bs.As.,20 a 24,femenino,1
Bs.As.,20 a 24,femenino,1
Tucumán,40 a 44,masculino,16
Tucumán,40 a 44,masculino,52
Tucumán,40 a 44,masculino,33
Tucumán,De 45 y más,masculino,1
Tucumán,De 45 y más,masculino,1
Santa Fe,30 a 34,masculino,49
Santa Fe,30 a 34,masculino,19
Santa Fe,30 a 34,masculino,9
Tucumán,25 a 29,masculino,1
Tucumán,30 a 34,masculino,1
Santa Fe,30 a 34,masculino,213
Santa Fe,30 a 34,masculino,619
Santa Fe,30 a 34,masculino,604
Tucumán,De 45 y más,masculino,1
Tucumán,De 45 y más,masculino,1
Tucumán,De 45 y más,masculino,1
Tucumán,De 45 y más,masculino,3
Tucumán,De 45 y más,masculino,1
Tucumán,Sin especificar,masculino,1
Jujuy,30 a 34,femenino,5
Jujuy,30 a 34,femenino,10
La Pampa,30 a 34,femenino,26
Chaco,35 a 39,femenino,2
Tucumán,40 a 44,masculino,1
Tucumán,30 a 34,masculino,1
Tucumán,35 a 39,masculino,1
Tucumán,40 a 44,masculino,3
Salta,20 a 24,masculino,1
Salta,20 a 24,masculino,1
Salta,20 a 24,masculino,2
Salta,20 a 24,masculino,4
Salta,20 a 24,masculino,25
Salta,20 a 24,masculino,25
Salta,20 a 24,masculino,4
Salta,20 a 24,masculino,2
Salta,20 a 24,masculino,1
Salta,20 a 24,masculino,2
Salta,20 a 24,masculino,119
Salta,20 a 24,masculino,332
Salta,20 a 24,masculino,280
Salta,20 a 24,masculino,1
Salta,20 a 24,masculino,1
Salta,20 a 24,masculino,1
Salta,20 a 24,masculino,1
Salta,20 a 24,masculino,1
Salta,20 a 24,masculino,4
Salta,20 a 24,masculino,8
Salta,20 a 24,masculino,1
Salta,20 a 24,masculino,1
Salta,20 a 24,masculino,11
Salta,20 a 24,masculino,2
Salta,20 a 24,masculino,18
Salta,20 a 24,masculino,101
Salta,20 a 24,masculino,259
Salta,20 a 24,masculino,244
Salta,20 a 24,masculino,1
Salta,20 a 24,masculino,1
Salta,20 a 24,masculino,1
Salta,20 a 24,masculino,41
Salta,20 a 24,masculino,1
Salta,20 a 24,masculino,2
Salta,20 a 24,masculino,2
Salta,20 a 24,masculino,6
Salta,20 a 24,masculino,22
Salta,20 a 24,masculino,11
Salta,20 a 24,masculino,1
Salta,20 a 24,masculino,4
Salta,20 a 24,masculino,6
Salta,20 a 24,masculino,16
Salta,20 a 24,masculino,11
Salta,25 a 29,masculino,5
Salta,25 a 29,masculino,2
Salta,25 a 29,masculino,4
Salta,25 a 29,masculino,1
Salta,25 a 29,masculino,1
Salta,25 a 29,masculino,1
Salta,25 a 29,masculino,2
Salta,25 a 29,masculino,1
Salta,25 a 29,masculino,7
Salta,25 a 29,masculino,24
Salta,25 a 29,masculino,30
Salta,25 a 29,masculino,1
Salta,25 a 29,masculino,1
Salta,25 a 29,masculino,1
Salta,25 a 29,masculino,1
Salta,25 a 29,masculino,1
Jujuy,35 a 39,masculino,1
Jujuy,35 a 39,masculino,1
Jujuy,35 a 39,masculino,1
Sgo. del Estero,20 a 24,masculino,1
Sgo. del Estero,20 a 24,masculino,1
Sgo. del Estero,20 a 24,masculino,3
Sgo. del Estero,20 a 24,masculino,9
Sgo. del Estero,20 a 24,masculino,5
Sgo. del Estero,20 a 24,masculino,2
Sgo. del Estero,25 a 29,masculino,5
Sgo. del Estero,25 a 29,masculino,3
Sgo. del Estero,25 a 29,masculino,4
Sgo. del Estero,25 a 29,masculino,1
Jujuy,25 a 29,masculino,12
Jujuy,25 a 29,masculino,74
Jujuy,25 a 29,masculino,60
Jujuy,25 a 29,masculino,1
Jujuy,30 a 34,masculino,1
Salta,20 a 24,masculino,23
Salta,20 a 24,masculino,1
Salta,20 a 24,masculino,2
Salta,20 a 24,masculino,4
Salta,20 a 24,masculino,2
Salta,20 a 24,masculino,8
Salta,20 a 24,masculino,1
Salta,20 a 24,masculino,5
Salta,20 a 24,masculino,33
Salta,20 a 24,masculino,88
Salta,20 a 24,masculino,78
Salta,20 a 24,masculino,2
Salta,20 a 24,masculino,1
Salta,20 a 24,masculino,1
Salta,20 a 24,masculino,2
Salta,20 a 24,masculino,2
Salta,20 a 24,masculino,1
Salta,20 a 24,masculino,3
Salta,20 a 24,masculino,1
Salta,20 a 24,masculino,1
Salta,20 a 24,masculino,1
Salta,20 a 24,masculino,1
Salta,20 a 24,masculino,2
Salta,20 a 24,masculino,11
Salta,20 a 24,masculino,26
Salta,20 a 24,masculino,15
Salta,20 a 24,masculino,7
Salta,25 a 29,masculino,1
Salta,25 a 29,masculino,2
Salta,25 a 29,masculino,14
Salta,25 a 29,masculino,133
Salta,25 a 29,masculino,384
Salta,25 a 29,masculino,326
Salta,25 a 29,masculino,2
Salta,25 a 29,masculino,1
Salta,25 a 29,masculino,2
Salta,25 a 29,masculino,3
Salta,25 a 29,masculino,1
Salta,25 a 29,masculino,3
Salta,25 a 29,masculino,2
Salta,25 a 29,masculino,8
Salta,25 a 29,masculino,2
Salta,25 a 29,masculino,1
Salta,25 a 29,masculino,2
Salta,25 a 29,masculino,5
Salta,25 a 29,masculino,3
Salta,25 a 29,masculino,3
Salta,25 a 29,masculino,5
Salta,25 a 29,masculino,5
Salta,25 a 29,masculino,34
Salta,25 a 29,masculino,108
Salta,25 a 29,masculino,84
Salta,25 a 29,masculino,1
Salta,25 a 29,masculino,2
Salta,25 a 29,masculino,1
Salta,25 a 29,masculino,7
Salta,25 a 29,masculino,7
Salta,25 a 29,masculino,1
Salta,25 a 29,masculino,2
Salta,25 a 29,masculino,1
Salta,25 a 29,masculino,38
Salta,25 a 29,masculino,88
Salta,25 a 29,masculino,64
Salta,25 a 29,masculino,1
Salta,25 a 29,masculino,1
Salta,25 a 29,masculino,1
Salta,25 a 29,masculino,1
Salta,25 a 29,masculino,1
Salta,25 a 29,masculino,1
Salta,25 a 29,masculino,4
Salta,25 a 29,masculino,12
Salta,25 a 29,masculino,12
Salta,25 a 29,masculino,1
Salta,25 a 29,masculino,2
Salta,30 a 34,masculino,2
Salta,30 a 34,masculino,3
Salta,30 a 34,masculino,1
Salta,30 a 34,masculino,1
Salta,30 a 34,masculino,2
Salta,30 a 34,masculino,1
Salta,30 a 34,masculino,1
Salta,30 a 34,masculino,1
Salta,30 a 34,masculino,2
Salta,30 a 34,masculino,5
Salta,30 a 34,masculino,16
Salta,30 a 34,masculino,25
Salta,30 a 34,masculino,1
Salta,30 a 34,masculino,1
Salta,30 a 34,masculino,1
Salta,30 a 34,masculino,2
Salta,30 a 34,masculino,2
Salta,30 a 34,masculino,4
Salta,30 a 34,masculino,7
Salta,30 a 34,masculino,1
Salta,30 a 34,masculino,14
Salta,30 a 34,masculino,67
Salta,30 a 34,masculino,66
Salta,30 a 34,masculino,1
Salta,30 a 34,masculino,3
Salta,30 a 34,masculino,1
Salta,30 a 34,masculino,1
Salta,30 a 34,masculino,1
Salta,30 a 34,masculino,2
Salta,30 a 34,masculino,2
Corrientes,30 a 34,masculino,3
Corrientes,30 a 34,masculino,5
Corrientes,30 a 34,masculino,8
Corrientes,Menor de 15,masculino,2
Corrientes,Menor de 15,masculino,2
Corrientes,Menor de 15,masculino,2
Corrientes,Menor de 15,masculino,1
Corrientes,Menor de 15,masculino,2
Corrientes,Menor de 15,masculino,2
Corrientes,Menor de 15,masculino,1
Corrientes,Menor de 15,masculino,3
Corrientes,Menor de 15,masculino,2
Corrientes,Menor de 15,masculino,2
Corrientes,Menor de 15,masculino,1
Corrientes,Menor de 15,masculino,2
Corrientes,Menor de 15,masculino,2
Corrientes,Menor de 15,masculino,1
Corrientes,15 a 19,masculino,1
Corrientes,15 a 19,masculino,1
Corrientes,15 a 19,masculino,2
Corrientes,15 a 19,masculino,5
Corrientes,15 a 19,masculino,6
Corrientes,15 a 19,masculino,5
Corrientes,15 a 19,masculino,1
Corrientes,15 a 19,masculino,3
Corrientes,15 a 19,masculino,7
Corrientes,15 a 19,masculino,3
Corrientes,15 a 19,masculino,1
Corrientes,15 a 19,masculino,4
Corrientes,15 a 19,masculino,25
Corrientes,15 a 19,masculino,56
Corrientes,15 a 19,masculino,51
Corrientes,15 a 19,masculino,1
Corrientes,15 a 19,masculino,1
Corrientes,15 a 19,masculino,1
Corrientes,15 a 19,masculino,2
Corrientes,15 a 19,masculino,3
Corrientes,15 a 19,masculino,1
Corrientes,15 a 19,masculino,2
Corrientes,15 a 19,masculino,9
Corrientes,15 a 19,masculino,6
Corrientes,15 a 19,masculino,3
Corrientes,15 a 19,masculino,2
Corrientes,15 a 19,masculino,10
Corrientes,15 a 19,masculino,59
Corrientes,15 a 19,masculino,125
Corrientes,15 a 19,masculino,84
Corrientes,15 a 19,masculino,1
Corrientes,15 a 19,masculino,1
Corrientes,15 a 19,masculino,1
Corrientes,15 a 19,masculino,2
Corrientes,15 a 19,masculino,3
Corrientes,15 a 19,masculino,1
Corrientes,15 a 19,masculino,3
Corrientes,15 a 19,masculino,18
Corrientes,15 a 19,masculino,38
Corrientes,15 a 19,masculino,30
Corrientes,15 a 19,masculino,1
Corrientes,15 a 19,masculino,1
Corrientes,15 a 19,masculino,1
Corrientes,15 a 19,masculino,1
Corrientes,15 a 19,masculino,1
Corrientes,15 a 19,masculino,4
Corrientes,15 a 19,masculino,1
Corrientes,15 a 19,masculino,1
Corrientes,15 a 19,masculino,1
Corrientes,15 a 19,masculino,9
Corrientes,15 a 19,masculino,3
Corrientes,15 a 19,masculino,1
Corrientes,15 a 19,masculino,4
Corrientes,15 a 19,masculino,30
Corrientes,15 a 19,masculino,83
Corrientes,15 a 19,masculino,54
Corrientes,20 a 24,masculino,1
Corrientes,20 a 24,masculino,4
Corrientes,20 a 24,masculino,2
Corrientes,20 a 24,masculino,2
Corrientes,20 a 24,masculino,1
Corrientes,20 a 24,masculino,1
Corrientes,20 a 24,masculino,8
Corrientes,20 a 24,masculino,13
Corrientes,20 a 24,masculino,7
Corrientes,20 a 24,masculino,1
Corrientes,20 a 24,masculino,2
Corrientes,20 a 24,masculino,3
Corrientes,20 a 24,masculino,1
Corrientes,20 a 24,masculino,1
Corrientes,20 a 24,masculino,1
Corrientes,20 a 24,masculino,4
Corrientes,20 a 24,masculino,5
Corrientes,20 a 24,masculino,3
Corrientes,20 a 24,masculino,2
Corrientes,20 a 24,masculino,4
Corrientes,20 a 24,masculino,49
Corrientes,20 a 24,masculino,90
Corrientes,20 a 24,masculino,91
Corrientes,20 a 24,masculino,1
Corrientes,20 a 24,masculino,1
Corrientes,20 a 24,masculino,2
Corrientes,20 a 24,masculino,1
Corrientes,20 a 24,masculino,5
Corrientes,20 a 24,masculino,6
Corrientes,20 a 24,masculino,10
Corrientes,20 a 24,masculino,3
Corrientes,20 a 24,masculino,1
Corrientes,20 a 24,masculino,1
Corrientes,20 a 24,masculino,9
Corrientes,20 a 24,masculino,66
Corrientes,20 a 24,masculino,174
Corrientes,20 a 24,masculino,140
Corrientes,20 a 24,masculino,2
Corrientes,20 a 24,masculino,1
Corrientes,20 a 24,masculino,1
Corrientes,20 a 24,masculino,6
Corrientes,20 a 24,masculino,1
Corrientes,20 a 24,masculino,1
Corrientes,20 a 24,masculino,18
Corrientes,20 a 24,masculino,8
Corrientes,20 a 24,masculino,8
Corrientes,20 a 24,masculino,1
Corrientes,20 a 24,masculino,13
Corrientes,20 a 24,masculino,82
Corrientes,20 a 24,masculino,217
Corrientes,20 a 24,masculino,150
Corrientes,20 a 24,masculino,1
Corrientes,20 a 24,masculino,4
Corrientes,20 a 24,masculino,4
Corrientes,20 a 24,masculino,1
Corrientes,20 a 24,masculino,1
Corrientes,20 a 24,masculino,13
Corrientes,20 a 24,masculino,29
Corrientes,20 a 24,masculino,23
Corrientes,20 a 24,masculino,7
Chubut,40 a 44,femenino,4
Neuquén,30 a 34,masculino,1
Neuquén,30 a 34,masculino,1
Neuquén,30 a 34,masculino,1
Chaco,20 a 24,femenino,1
Chaco,35 a 39,femenino,1
Jujuy,20 a 24,femenino,1
Entre Ríos,De 45 y más,femenino,1
Entre Ríos,De 45 y más,femenino,1
Bs.As.,30 a 34,femenino,7
Bs.As.,30 a 34,femenino,33
Bs.As.,15 a 19,femenino,1
Bs.As.,15 a 19,femenino,2
Bs.As.,15 a 19,femenino,1
Bs.As.,15 a 19,femenino,1
Bs.As.,15 a 19,femenino,7
Bs.As.,15 a 19,femenino,13
Bs.As.,15 a 19,femenino,24
Bs.As.,15 a 19,femenino,3
Bs.As.,15 a 19,femenino,3
Bs.As.,15 a 19,femenino,1
Tucumán,40 a 44,masculino,1
Tucumán,40 a 44,masculino,1
Tucumán,25 a 29,masculino,1
Tucumán,25 a 29,masculino,44
Tucumán,25 a 29,masculino,134
Tucumán,25 a 29,masculino,75
Tucumán,25 a 29,masculino,1
Tucumán,25 a 29,masculino,2
Tucumán,25 a 29,masculino,2
Tucumán,25 a 29,masculino,2
Tucumán,De 45 y más,masculino,2
Tucumán,De 45 y más,masculino,1
Tucumán,30 a 34,masculino,1
Tucumán,30 a 34,masculino,1
Tucumán,30 a 34,masculino,1
Tucumán,30 a 34,masculino,2
Tucumán,30 a 34,masculino,2
Tucumán,30 a 34,masculino,1
Tucumán,30 a 34,masculino,1
Tucumán,30 a 34,masculino,6
Tucumán,30 a 34,masculino,20
Tucumán,30 a 34,masculino,11
Tucumán,30 a 34,masculino,1
Tucumán,30 a 34,masculino,1
Tucumán,30 a 34,masculino,1
Tucumán,30 a 34,masculino,2
La Pampa,30 a 34,masculino,8
Sgo. del Estero,35 a 39,masculino,2
Sgo. del Estero,35 a 39,masculino,1
Sgo. del Estero,35 a 39,masculino,2
Sgo. del Estero,35 a 39,masculino,15
Sgo. del Estero,35 a 39,masculino,29
Sgo. del Estero,35 a 39,masculino,45
La Pampa,30 a 34,masculino,1
San Juan,25 a 29,masculino,10
San Juan,25 a 29,masculino,1
San Juan,25 a 29,masculino,5
San Juan,25 a 29,masculino,1
San Juan,25 a 29,masculino,3
Sgo. del Estero,35 a 39,masculino,1
Sgo. del Estero,35 a 39,masculino,2
Tucumán,30 a 34,masculino,6
Tucumán,30 a 34,masculino,4
Tucumán,30 a 34,masculino,3
Tucumán,30 a 34,masculino,27
San Juan,25 a 29,masculino,12
San Juan,25 a 29,masculino,63
San Juan,25 a 29,masculino,146
Tucumán,30 a 34,masculino,1
Tucumán,30 a 34,masculino,3
Tucumán,30 a 34,masculino,4
Tucumán,30 a 34,masculino,1
Santa Fe,20 a 24,masculino,1
La Rioja,15 a 19,masculino,26
La Rioja,15 a 19,masculino,25
Neuquén,15 a 19,masculino,3
La Rioja,20 a 24,masculino,98
La Rioja,20 a 24,masculino,3
Neuquén,15 a 19,masculino,60
Neuquén,15 a 19,masculino,50
La Rioja,20 a 24,masculino,2
Neuquén,15 a 19,masculino,5
Neuquén,15 a 19,masculino,12
Neuquén,15 a 19,masculino,15
Neuquén,15 a 19,masculino,2
Neuquén,15 a 19,masculino,2
Neuquén,15 a 19,masculino,1
Neuquén,15 a 19,masculino,1
Neuquén,20 a 24,masculino,1
Neuquén,20 a 24,masculino,3
La Rioja,20 a 24,masculino,6
Santa Fe,20 a 24,masculino,611
Santa Fe,20 a 24,masculino,604
Salta,15 a 19,masculino,4
Salta,15 a 19,masculino,8
Salta,15 a 19,masculino,2
Salta,15 a 19,masculino,2
Salta,15 a 19,masculino,4
Santa Fe,20 a 24,masculino,5
La Rioja,25 a 29,masculino,2
Sgo. del Estero,25 a 29,masculino,21
Neuquén,30 a 34,masculino,127
Neuquén,30 a 34,masculino,2
Neuquén,25 a 29,masculino,1
Neuquén,25 a 29,masculino,1
Neuquén,25 a 29,masculino,4
Neuquén,25 a 29,masculino,3
Neuquén,30 a 34,masculino,1
Neuquén,30 a 34,masculino,1
Neuquén,30 a 34,masculino,5
Neuquén,30 a 34,masculino,5
Sgo. del Estero,25 a 29,masculino,6
Sgo. del Estero,15 a 19,masculino,4
Sgo. del Estero,15 a 19,masculino,5
Sgo. del Estero,15 a 19,masculino,7
Sgo. del Estero,15 a 19,masculino,7
Jujuy,30 a 34,masculino,1
Jujuy,30 a 34,masculino,2
Jujuy,30 a 34,masculino,1
Sin Información,Menor de 15,masculino,1
Sin Información,15 a 19,masculino,1
Sin Información,15 a 19,masculino,1
Sin Información,15 a 19,masculino,1
Sin Información,15 a 19,masculino,2
Sin Información,20 a 24,masculino,2
Sin Información,20 a 24,masculino,2
Sin Información,20 a 24,masculino,1
Sin Información,20 a 24,masculino,1
Sin Información,20 a 24,masculino,2
Sin Información,20 a 24,masculino,1
Sin Información,20 a 24,masculino,1
Sin Información,20 a 24,masculino,3
Sin Información,20 a 24,masculino,1
Sin Información,20 a 24,masculino,1
Sin Información,20 a 24,masculino,1
Sin Información,20 a 24,masculino,1
Sin Información,20 a 24,masculino,4
Sin Información,25 a 29,masculino,1
Sin Información,25 a 29,masculino,1
Sin Información,25 a 29,masculino,2
Sin Información,25 a 29,masculino,2
Sin Información,25 a 29,masculino,1
Sin Información,25 a 29,masculino,1
Sin Información,25 a 29,masculino,1
Sin Información,25 a 29,masculino,2
Sin Información,25 a 29,masculino,5
Sin Información,25 a 29,masculino,1
Sin Información,30 a 34,masculino,2
Misiones,35 a 39,masculino,2
Misiones,35 a 39,masculino,1
Misiones,35 a 39,masculino,1
Misiones,35 a 39,masculino,1
Misiones,35 a 39,masculino,15
Misiones,35 a 39,masculino,31
Misiones,35 a 39,masculino,37
Santa Cruz,20 a 24,masculino,13
Santa Cruz,20 a 24,masculino,7
Santa Cruz,20 a 24,masculino,8
Santa Cruz,20 a 24,masculino,1
Santa Cruz,20 a 24,masculino,1
Santa Cruz,25 a 29,masculino,1
Santa Cruz,25 a 29,masculino,1
Santa Cruz,25 a 29,masculino,2
Santa Cruz,25 a 29,masculino,5
Santa Cruz,25 a 29,masculino,6
Santa Cruz,25 a 29,masculino,1
Santa Cruz,25 a 29,masculino,1
Santa Cruz,25 a 29,masculino,1
Santa Cruz,25 a 29,masculino,1
Santa Cruz,25 a 29,masculino,1
Santa Cruz,25 a 29,masculino,5
Santa Cruz,25 a 29,masculino,10
Santa Cruz,25 a 29,masculino,11
Santa Cruz,25 a 29,masculino,1
Santa Cruz,25 a 29,masculino,2
Santa Cruz,25 a 29,masculino,1
Santa Cruz,25 a 29,masculino,3
Santa Cruz,25 a 29,masculino,3
Santa Cruz,20 a 24,masculino,2
Santa Cruz,20 a 24,masculino,1
Santa Cruz,20 a 24,masculino,3
Santa Cruz,20 a 24,masculino,5
Santa Cruz,20 a 24,masculino,15
Santa Cruz,20 a 24,masculino,60
Santa Cruz,25 a 29,masculino,2
Santa Cruz,25 a 29,masculino,3
Santa Cruz,25 a 29,masculino,4
Santa Cruz,25 a 29,masculino,1
Santa Cruz,25 a 29,masculino,2
Santa Cruz,25 a 29,masculino,2
Santa Cruz,25 a 29,masculino,20
Santa Cruz,25 a 29,masculino,75
Santa Cruz,25 a 29,masculino,75
Santa Cruz,25 a 29,masculino,3
Santa Cruz,25 a 29,masculino,1
Santa Cruz,25 a 29,masculino,1
Santa Cruz,25 a 29,masculino,2
Santa Cruz,25 a 29,masculino,21
Santa Cruz,25 a 29,masculino,12
Santa Cruz,25 a 29,masculino,1
Santa Cruz,25 a 29,masculino,1
Santa Cruz,25 a 29,masculino,1
Santa Cruz,25 a 29,masculino,3
Santa Cruz,25 a 29,masculino,1
Santa Cruz,25 a 29,masculino,1
Santa Cruz,25 a 29,masculino,12
Santa Cruz,25 a 29,masculino,23
Santa Cruz,25 a 29,masculino,21
Santa Cruz,30 a 34,masculino,1
Santa Cruz,30 a 34,masculino,1
Santa Cruz,30 a 34,masculino,5
Santa Cruz,30 a 34,masculino,2
Santa Cruz,30 a 34,masculino,2
Santa Cruz,30 a 34,masculino,4
Santa Cruz,30 a 34,masculino,17
Santa Cruz,30 a 34,masculino,11
Santa Cruz,30 a 34,masculino,1
Santa Cruz,30 a 34,masculino,2
Santa Cruz,25 a 29,masculino,2
Santa Cruz,25 a 29,masculino,1
Santa Cruz,25 a 29,masculino,14
Santa Cruz,25 a 29,masculino,45
Santa Cruz,25 a 29,masculino,46
Santa Cruz,25 a 29,masculino,1
Santa Cruz,30 a 34,masculino,1
Santa Cruz,30 a 34,masculino,2
Santa Cruz,30 a 34,masculino,1
Santa Cruz,30 a 34,masculino,6
Santa Cruz,30 a 34,masculino,1
Santa Cruz,30 a 34,masculino,2
Santa Cruz,30 a 34,masculino,14
Santa Cruz,30 a 34,masculino,54
Santa Cruz,30 a 34,masculino,52
Santa Cruz,30 a 34,masculino,1
Santa Cruz,30 a 34,masculino,1
Formosa,30 a 34,masculino,2
Santa Cruz,30 a 34,masculino,1
Santa Cruz,30 a 34,masculino,13
Santa Cruz,30 a 34,masculino,10
Santa Cruz,30 a 34,masculino,2
Santa Cruz,30 a 34,masculino,2
Santa Cruz,30 a 34,masculino,7
Santa Cruz,30 a 34,masculino,29
Santa Cruz,30 a 34,masculino,34
Santa Cruz,35 a 39,masculino,1
Santa Cruz,35 a 39,masculino,3
Santa Cruz,35 a 39,masculino,1
Santa Cruz,35 a 39,masculino,1
Santa Cruz,35 a 39,masculino,1
Santa Cruz,35 a 39,masculino,1
Santa Cruz,35 a 39,masculino,1
Santa Cruz,35 a 39,masculino,1
Santa Cruz,35 a 39,masculino,1
Santa Cruz,35 a 39,masculino,7
Santa Cruz,35 a 39,masculino,4
Santa Cruz,35 a 39,masculino,1
Santa Cruz,35 a 39,masculino,2
Santa Cruz,35 a 39,masculino,1
Santa Cruz,35 a 39,masculino,3
Santa Cruz,35 a 39,masculino,1
Santa Cruz,35 a 39,masculino,2
Santa Cruz,35 a 39,masculino,17
Formosa,35 a 39,masculino,1
Formosa,35 a 39,masculino,3
Formosa,35 a 39,masculino,1
Formosa,35 a 39,masculino,4
Formosa,35 a 39,masculino,19
Formosa,35 a 39,masculino,17
Formosa,35 a 39,masculino,1
Formosa,35 a 39,masculino,1
Formosa,35 a 39,masculino,1
Santa Cruz,35 a 39,masculino,1
Santa Cruz,35 a 39,masculino,2
Santa Cruz,35 a 39,masculino,3
Santa Cruz,35 a 39,masculino,5
Santa Cruz,35 a 39,masculino,1
Santa Cruz,35 a 39,masculino,1
Santa Cruz,35 a 39,masculino,1
Santa Cruz,35 a 39,masculino,1
Santa Cruz,35 a 39,masculino,2
Santa Cruz,35 a 39,masculino,2
Santa Cruz,35 a 39,masculino,1
Santa Cruz,35 a 39,masculino,6
Santa Cruz,35 a 39,masculino,37
La Rioja,30 a 34,masculino,1
La Rioja,30 a 34,masculino,2
La Rioja,30 a 34,masculino,8
La Rioja,30 a 34,masculino,30
La Rioja,30 a 34,masculino,14
La Rioja,30 a 34,masculino,1
La Rioja,30 a 34,masculino,2
La Rioja,30 a 34,masculino,1
La Rioja,30 a 34,masculino,2
La Rioja,30 a 34,masculino,3
La Rioja,30 a 34,masculino,1
La Rioja,30 a 34,masculino,1
La Rioja,30 a 34,masculino,12
La Rioja,30 a 34,masculino,50
La Rioja,30 a 34,masculino,37
La Rioja,30 a 34,masculino,1
La Rioja,30 a 34,masculino,2
La Rioja,35 a 39,masculino,2
La Rioja,35 a 39,masculino,1
La Rioja,35 a 39,masculino,1
La Rioja,35 a 39,masculino,2
La Rioja,35 a 39,masculino,1
La Rioja,35 a 39,masculino,1
La Rioja,35 a 39,masculino,3
La Rioja,35 a 39,masculino,3
La Rioja,35 a 39,masculino,10
La Rioja,35 a 39,masculino,12
La Rioja,35 a 39,masculino,1
La Rioja,35 a 39,masculino,1
La Rioja,35 a 39,masculino,1
La Rioja,35 a 39,masculino,2
La Rioja,35 a 39,masculino,7
La Rioja,35 a 39,masculino,11
La Rioja,35 a 39,masculino,1
La Rioja,35 a 39,masculino,1
La Rioja,35 a 39,masculino,1
La Rioja,35 a 39,masculino,4
La Rioja,35 a 39,masculino,5
La Rioja,35 a 39,masculino,4
La Rioja,35 a 39,masculino,1
La Rioja,35 a 39,masculino,1
La Rioja,35 a 39,masculino,2
La Rioja,35 a 39,masculino,15
La Rioja,35 a 39,masculino,38
La Rioja,35 a 39,masculino,23
La Rioja,35 a 39,masculino,1
La Rioja,35 a 39,masculino,1
La Rioja,35 a 39,masculino,1
La Rioja,35 a 39,masculino,1
La Rioja,35 a 39,masculino,3
La Rioja,35 a 39,masculino,9
La Rioja,35 a 39,masculino,5
La Rioja,35 a 39,masculino,1
La Rioja,35 a 39,masculino,3
La Rioja,35 a 39,masculino,2
La Rioja,35 a 39,masculino,2
La Rioja,35 a 39,masculino,10
La Rioja,35 a 39,masculino,17
La Rioja,35 a 39,masculino,18
La Rioja,40 a 44,masculino,4
La Rioja,40 a 44,masculino,1
La Rioja,40 a 44,masculino,2
La Rioja,40 a 44,masculino,7
Corrientes,35 a 39,femenino,28
Santa Fe,30 a 34,femenino,88
Río Negro,20 a 24,femenino,5
Chaco,35 a 39,femenino,1
Jujuy,20 a 24,femenino,37
Bs.As.,Sin especificar,femenino,16
Salta,25 a 29,femenino,2
